code,year,population,gdp_pc,capital_growth_pct_gdp,gdp
FIN,1985,4902206.0,28643.2681981819,26.9465190145077,140415201220.737
FIN,1984,4881803.0,27777.1958731587,27.2297044519267,135602798145.174
FIN,1983,4855787.0,27050.2159372348,28.3946222147763,131350086895.217
FIN,1982,4826933.0,26389.4650619974,28.6732238394505,127380179760.102
FIN,1981,4799964.0,25737.7833489299,28.3972994982531,123540433514.663
FIN,1980,4779535.0,25512.0853240333,31.2475859405176,121935904729.204
FIN,1979,4764690.0,24282.9515947963,27.7761526419428,115700736634.21
FIN,1978,4752528.0,22726.5266108899,24.3967563176915,108008454061.0
FIN,1977,4738902.0,22145.2954865183,27.9879093402254,104944385071.652
FIN,1976,4725664.0,22154.269216824,29.227843336772,104693632484.253
FIN,1975,4711440.0,22144.8905957209,36.1688300862662,104334323348.303
FIN,1974,4690574.0,21849.048946449,37.0295380662404,102484580912.941
FIN,1973,4666081.0,21275.160475177,30.8973200559206,99271622065.1744
FIN,1972,4639657.0,19999.5908110359,29.4159891490851,92791241503.5585
FIN,1971,4612124.0,18674.4249484022,31.9447399665275,86128763490.7244
FIN,1970,4606307.0,18267.4580230855,31.8245159199546,84145519763.9448
FIN,1969,4623785.0,17362.6160289855,,80281003555.5829
FIN,1968,4626469.0,15833.5821751846,,73253577092.4441
FIN,1967,4605744.0,15546.7437873045,,71604321917.9151
FIN,1966,4580869.0,15299.3488993434,,70084313093.1861
FIN,1965,4563732.0,15000.85484294,,68459881274.0802
FIN,1964,4548543.0,14293.0093994806,,65012367852.9417
FIN,1963,4523309.0,13657.282976914,,61776111005.0218
FIN,1962,4491443.0,13316.7117539614,,59811251790.3475
FIN,1961,4461005.0,13019.3436225646,,58079356996.9786
FIN,1960,4429634.0,12184.9242523916,,53974754755.8184
FJI,2020,896444.0,3808.20365540165,15.8614208942258,3413841317.66288
FJI,2019,889955.0,4738.61864063381,15.8470957798907,4217157352.32527
FJI,2018,883490.0,4794.64603720771,19.2101694333339,4236021827.41264
FJI,2017,877460.0,4650.29643070384,20.2566932149979,4080449106.08539
FJI,2016,872406.0,4439.55880844525,20.3133959869545,3873097741.84049
FJI,2015,868632.0,4352.4412029469,21.0384707245652,3780669706.99817
FJI,2014,866447.0,4175.4381760178,18.0546520158476,3617795881.2961
FJI,2013,865602.0,3957.75560232957,27.6336339257711,3425841164.88768
FJI,2012,865065.0,3781.20202575104,17.2722327107626,3270985530.40632
FJI,2011,863451.0,3735.54966269032,20.9985500011871,3225464091.79962
FJI,2010,859816.0,3652.53593320954,18.7380479517252,3140508835.9485
FJI,2009,853636.0,3573.39673639378,19.0187579423067,3050380096.46824
FJI,2008,845356.0,3659.11374613103,23.423123690115,3093253759.97435
FJI,2007,836185.0,3661.4306490845,15.612828808294,3061633387.30472
FJI,2006,827869.0,3729.93885277555,18.6490545843739,3087900748.10844
FJI,2005,821606.0,3690.01478242805,21.0403234126984,3031738285.33158
FJI,2004,817864.0,3681.12990401943,19.268713643434,3010663627.82095
FJI,2003,816078.0,3503.50059557733,22.142988168394,2859129759.03756
FJI,2002,815257.0,3472.30574158412,19.8500947820014,2830821561.96665
FJI,2001,813923.0,3370.15193421168,16.2041467304625,2743044172.74937
FJI,2000,811011.0,3315.9340490109,17.3221733896929,2689258989.02238
FJI,1999,806302.0,3392.98052643371,22.8520227576624,2735766984.42456
FJI,1998,800148.0,3142.53331036831,28.2429593545441,2514491743.22458
FJI,1997,792736.0,3131.2099301146,18.3473621420997,2482222835.15933
FJI,1996,784389.0,3235.71613353352,16.7029325120514,2538060142.26622
FJI,1995,775428.0,3123.19532298005,13.715399328738,2421813102.90778
FJI,1994,765607.0,3086.10621942032,13.4852792637761,2362744524.33173
FJI,1993,754962.0,2977.7549715636,15.9729633300297,2248091848.8416
FJI,1992,744470.0,2956.74165366726,12.7601163598472,2201205458.90566
FJI,1991,735398.0,2821.12769896185,15.717042115573,2074651667.56114
FJI,1990,728575.0,2926.56450453417,14.2847474747475,2132221733.89098
FJI,1989,724602.0,2781.2956628533,13.431272904709,2015332399.89483
FJI,1988,722924.0,2594.73836012788,12.8558830939783,1875798634.25709
FJI,1987,721776.0,2574.26171464706,16.0015697515698,1858040323.3511
FJI,1986,718642.0,2768.63375440958,18.2339741397003,1989656498.53641
FJI,1985,711770.0,2594.30789691639,19.0900182315406,1846550531.78818
FJI,1984,700478.0,2763.62853954163,18.9142162628401,1935860992.12104
FJI,1983,685497.0,2605.35720851092,21.144893963851,1785964550.36261
FJI,1982,668281.0,2782.6726876829,25.554338063589,1859607286.39742
FJI,1981,651032.0,3038.02724319673,34.2961174242424,1977852952.19286
FJI,1980,635312.0,2927.86579546442,31.8411068576693,1860108274.24809
FJI,1979,621584.0,3041.29506299913,,1890420350.43925
FJI,1978,609383.0,2764.26154897389,,1684493995.49835
FJI,1977,598299.0,2763.96803473874,,1653679311.21615
FJI,1976,587561.0,2657.57738513306,,1561488825.98616
FJI,1975,576626.0,2635.85379552176,,1519901830.69653
FJI,1974,565418.0,2673.92556277422,,1511885643.85268
FJI,1973,554143.0,2659.16241316516,,1473556237.11858
FJI,1972,542843.0,2432.08194235963,,1320238657.83633
FJI,1971,531622.0,2310.47099834237,,1228297213.08077
FJI,1970,520561.0,2207.49067960806,,1149133555.66745
FJI,1969,509708.0,2000.39008468484,,1019614829.28454
FJI,1968,498944.0,1991.82955497777,,993811405.478829
FJI,1967,487973.0,1887.21531729426,,920910120.026034
FJI,1966,476399.0,1705.36707837276,,812435170.769703
FJI,1965,463960.0,1751.08882397125,,812435170.769703
FJI,1964,450538.0,1853.29963609798,,834981911.448313
FJI,1963,436303.0,1824.76713178951,,796151373.901158
FJI,1962,421673.0,1775.19694102221,,748552619.711656
FJI,1961,407244.0,1774.11719471689,,722498582.845284
FJI,1960,393480.0,1773.7818952614,,697947700.147456
FRA,2020,67391582.0,40520.6517970746,24.0576020416447,2730750828276.0
FRA,2019,67248926.0,44192.8146200556,24.1568234923577,2971919320115.83
FRA,2018,67101930.0,43631.4042937121,23.8717373374785,2927751436718.37
FRA,2017,66918020.0,42980.7299611129,23.4361900052324,2876185347152.35
FRA,2016,66724104.0,42140.0368796576,22.6093927432122,2811756203322.11
FRA,2015,66548272.0,41793.5447118859,22.7123240564184,2781288181330.75
FRA,2014,66312067.0,41480.7696075124,22.7098310745593,2750675573424.93
FRA,2013,65998685.0,41282.9920513995,22.2871930659001,2724623188257.82
FRA,2012,65659814.0,41258.2715887455,22.6266322737796,2709010438478.52
FRA,2011,65342789.0,41329.0296688845,23.2209093704773,2700554065228.66
FRA,2010,65027505.0,40638.3352541414,21.9462944966869,2642609548930.36
FRA,2009,64707035.0,40058.6828558223,21.3331598174365,2592078593605.6
FRA,2008,64374979.0,41456.4866399732,24.1298848613216,2668760456862.06
FRA,2007,64016227.0,41582.7984058046,24.1648122965344,2661973862041.22
FRA,2006,63621376.0,40850.3587403699,23.2377116371985,2598956033155.96
FRA,2005,63179356.0,40152.6896828065,22.4526234423709,2536821075827.56
FRA,2004,62704901.0,39794.6316978576,21.8896033436247,2495318440945.62
FRA,2003,62244880.0,38985.5396115394,21.1861288577796,2426650234855.52
FRA,2002,61805266.0,38942.2818475732,21.3155824714122,2406838088236.23
FRA,2001,61357432.0,38786.0845424989,22.1648680275647,2379814544862.63
FRA,2000,60912500.0,38309.4427389727,22.4880544574712,2333523930837.68
FRA,1999,60496708.0,37116.4169231628,21.3638981897917,2245421036606.84
FRA,1998,60186284.0,36073.6389763954,20.680510926876,2171138280346.8
FRA,1997,59964841.0,34952.5274484605,19.4520013892574,2095922750995.07
FRA,1996,59753095.0,34275.6082637337,19.6222687512078,2048073676765.66
FRA,1995,59541904.0,33917.9233559186,20.5131362182368,2019537736337.46
FRA,1994,59327200.0,33338.334558955,20.3173747549512,1977870042046.03
FRA,1993,59106758.0,32691.6898534444,19.5434100999983,1932299800778.59
FRA,1992,58851216.0,33041.3626662355,21.9600117773654,1944524371204.96
FRA,1991,58559309.0,32683.3488189582,23.6021635881488,1913914322644.16
FRA,1990,58235716.0,32524.0481339652,24.409660328073,1894061230299.93
FRA,1989,57940199.0,31761.2546534733,24.2683686332953,1840253415111.92
FRA,1988,57627106.0,30604.4035017159,23.3426825116324,1763643204660.16
FRA,1987,57302642.0,29383.97089361,22.2629421378696,1683779164654.95
FRA,1986,56976126.0,28814.172731223,21.7569199946968,1641719936119.92
FRA,1985,56654703.0,28315.8270192273,21.1685797207033,1604224769973.7
FRA,1984,56337675.0,28020.4574089193,21.2292264826104,1578607422855.04
FRA,1983,56023775.0,27757.2873704769,21.7504058341737,1555068022253.94
FRA,1982,55718940.0,27567.0756797775,23.7978869910527,1536008235776.98
FRA,1981,55430278.0,27033.3431518388,23.5185348588684,1498465726175.82
FRA,1980,55161510.0,26877.7316680115,25.7480576399495,1482616264182.33
FRA,1979,54917110.0,26577.7518078527,24.8574872554682,1459573319584.54
FRA,1978,54691866.0,25772.2963888816,24.3133542733388,1409534980612.99
FRA,1977,54467709.0,24888.1731272261,25.5841620302014,1355601771435.37
FRA,1976,54220033.0,24164.7204798303,26.4592167622849,1310211941852.18
FRA,1975,53931390.0,23279.8060282203,24.893588156489,1255512298032.3
FRA,1974,53592235.0,23654.1836790156,29.1168140155803,1267680570458.97
FRA,1973,53207744.0,22842.6693364465,28.22529875484,1215406902330.3
FRA,1972,52793151.0,21648.5469224768,27.6527762689552,1142895006608.9
FRA,1971,52371320.0,20880.9021149347,27.3902933120292,1093560406549.92
FRA,1970,51957747.0,19984.5861409616,28.1921748953842,1038354070611.79
FRA,1969,51561833.0,18978.6890678225,28.4089493263087,978575996273.989
FRA,1968,51175507.0,17852.7248947457,27.511440066337,913622247820.131
FRA,1967,50775788.0,17219.8682886357,27.9814618348316,874352381611.688
FRA,1966,50330268.0,16557.4791486596,27.9658561321324,833342362956.449
FRA,1965,49818019.0,15893.0526143211,27.1819633089948,791760397108.247
FRA,1964,49230585.0,15337.0799296243,27.4863967210798,755053417127.161
FRA,1963,48582624.0,14572.2730520198,26.0071480076496,707959262511.612
FRA,1962,47904879.0,13911.2544665184,25.9779285136892,666416961956.774
FRA,1961,47240526.0,13203.3256056888,25.2663712456918,623732046562.006
FRA,1960,46621688.0,12743.9199057429,25.577571849511,594143057742.536
FRO,2020,48865.0,,,
FRO,2019,48677.0,,25.613774250018,
FRO,2018,48497.0,,28.7559684450903,
FRO,2017,48326.0,,21.8154654631124,
FRO,2016,48173.0,,21.2469490698053,
FRO,2015,48055.0,,21.4921937254671,
FRO,2014,47965.0,,22.4302803785047,
FRO,2013,47901.0,,22.163030438584,
FRO,2012,47843.0,,25.8725596054513,
FRO,2011,47815.0,,15.8445753940953,
FRO,2010,47803.0,48541.4011938484,18.4325264553305,2320424601.26954
FRO,2009,47814.0,,16.7664424452741,
FRO,2008,47822.0,,21.5866846226423,
FRO,2007,47825.0,,32.3964449578079,
FRO,2006,47793.0,,26.4560083382058,
FRO,2005,47731.0,,20.0079139884572,
FRO,2004,47600.0,,19.1776081626196,
FRO,2003,47439.0,,29.5577163410248,
FRO,2002,47235.0,,23.0287709160949,
FRO,2001,46999.0,,25.1201356826533,
FRO,2000,46738.0,,29.7723660839488,
FRO,1999,46428.0,,22.929382109452,
FRO,1998,46094.0,,20.7578431240487,
FRO,1997,45789.0,,,
FRO,1996,45624.0,,,
FRO,1995,45625.0,,,
FRO,1994,45848.0,,,
FRO,1993,46277.0,,,
FRO,1992,46746.0,,,
FRO,1991,47123.0,,,
FRO,1990,47276.0,,,
FRO,1989,47159.0,,,
FRO,1988,46833.0,,,
FRO,1987,46340.0,,,
FRO,1986,45812.0,,,
FRO,1985,45328.0,,,
FRO,1984,44895.0,,,
FRO,1983,44483.0,,,
FRO,1982,44101.0,,,
FRO,1981,43725.0,,,
FRO,1980,43339.0,,,
FRO,1979,42941.0,,,
FRO,1978,42539.0,,,
FRO,1977,42133.0,,,
FRO,1976,41724.0,,,
FRO,1975,41292.0,,,
FRO,1974,40847.0,,,
FRO,1973,40395.0,,,
FRO,1972,39915.0,,,
FRO,1971,39456.0,,,
FRO,1970,39008.0,,,
FRO,1969,38560.0,,,
FRO,1968,38131.0,,,
FRO,1967,37705.0,,,
FRO,1966,37283.0,,,
FRO,1965,36843.0,,,
FRO,1964,36409.0,,,
FRO,1963,35965.0,,,
FRO,1962,35521.0,,,
FRO,1961,35074.0,,,
FRO,1960,34624.0,,,
FSM,2020,115021.0,,,
FSM,2019,113811.0,2732.96408462251,,311041375.434972
FSM,2018,112640.0,2728.62446818169,,307352260.095985
FSM,2017,111461.0,2751.66302040992,,306703111.91791
FSM,2016,110215.0,2710.08162733479,,298691646.556704
FSM,2015,108886.0,2718.6862465292,,296026870.639578
FSM,2014,107444.0,2633.4582013841,,282949282.989513
FSM,2013,105922.0,2734.34642761576,,289627442.305916
FSM,2012,104506.0,2877.27228753759,,300692217.681403
FSM,2011,103448.0,2961.9942831982,,306412384.608288
FSM,2010,102916.0,2885.30549185744,,296944100.0
FSM,2009,102971.0,2820.04846898094,,290383210.899436
FSM,2008,103549.0,2773.98483766635,,287243355.955513
FSM,2007,104442.0,2818.14143985992,,294332328.26185
FSM,2006,105374.0,2845.46385096284,,299837907.831359
FSM,2005,106135.0,2827.3532715829,,300081139.479451
FSM,2004,106624.0,2758.07030527257,,294076488.229382
FSM,2003,106902.0,2838.32258834149,,303422361.338882
FSM,2002,107027.0,2791.12788537344,,298726044.187863
FSM,2001,107170.0,2772.23951786832,,297100909.129948
FSM,2000,107405.0,2707.48637235543,,290797573.822835
FSM,1999,107769.0,2573.92072923148,,277388863.068548
FSM,1998,108206.0,2528.76933433701,,273628014.591271
FSM,1997,108473.0,2452.63224413752,,266044377.41833
FSM,1996,108311.0,2614.78086100154,,283209529.835938
FSM,1995,107535.0,2720.21720448507,,292518557.084302
FSM,1994,106030.0,2577.99563137388,,273344876.794573
FSM,1993,103901.0,2644.95832359683,,274813814.780034
FSM,1992,101386.0,2506.52231555431,,254126271.484789
FSM,1991,98779.0,2473.53538284164,,244333351.581714
FSM,1990,96304.0,2361.69385226896,,227440564.74891
FSM,1989,94062.0,2330.79239576115,,219238994.330085
FSM,1988,91984.0,2302.2687957035,,211771892.903991
FSM,1987,89985.0,2294.91802473844,,206508198.456088
FSM,1986,87904.0,2321.39570986894,,204059968.480319
FSM,1985,85641.0,,,
FSM,1984,83192.0,,,
FSM,1983,80630.0,,37.7464788732394,
FSM,1982,78015.0,,,
FSM,1981,75422.0,,,
FSM,1980,72936.0,,,
FSM,1979,70515.0,,,
FSM,1978,68196.0,,,
FSM,1977,66079.0,,,
FSM,1976,64360.0,,,
FSM,1975,63122.0,,,
FSM,1974,62456.0,,,
FSM,1973,62268.0,,,
FSM,1972,62275.0,,,
FSM,1971,62089.0,,,
FSM,1970,61415.0,,,
FSM,1969,60146.0,,,
FSM,1968,58386.0,,,
FSM,1967,56308.0,,,
FSM,1966,54192.0,,,
FSM,1965,52224.0,,,
FSM,1964,50476.0,,,
FSM,1963,48856.0,,,
FSM,1962,47372.0,,,
FSM,1961,45939.0,,,
FSM,1960,44510.0,,,
GAB,2020,2225728.0,8839.76017048115,21.6137370680025,19674901724.7247
GAB,2019,2172578.0,9177.5208269726,22.2269993201122,19938879843.2225
GAB,2018,2119275.0,9051.28130144379,22.0146836831138,19182154180.1173
GAB,2017,2064812.0,9212.36880440182,21.2986084367913,19021809655.7545
GAB,2016,2007882.0,9429.0040542584,26.9822610431075,18932327518.4725
GAB,2015,1947690.0,9521.26900456569,29.2309562924902,18544480427.5026
GAB,2014,1883801.0,9476.594707477,35.1390486032907,17852018586.5399
GAB,2013,1817070.0,9418.22492020239,29.1805950279998,17113573955.7522
GAB,2012,1749677.0,9258.90843149412,26.9661499641622,16200099127.6913
GAB,2011,1684629.0,9136.64710991706,26.6423895609865,15391860684.1325
GAB,2010,1624146.0,8849.32260799167,29.7011138055349,14372591916.4792
GAB,2009,1568925.0,8554.29946672679,27.981113361031,13421054290.8343
GAB,2008,1518538.0,8826.63802162667,25.0898974271767,13403585248.0849
GAB,2007,1472565.0,9413.64676236519,24.8786940506869,13862206744.6223
GAB,2006,1430144.0,9143.52211849309,24.0451962615575,13076553296.6302
GAB,2005,1390550.0,9675.41957506293,21.3645323014692,13454154690.1038
GAB,2004,1353788.0,9679.12180466857,21.4960517696994,13103478949.6987
GAB,2003,1319946.0,9859.29998967201,22.6391014756493,13013743584.1676
GAB,2002,1288310.0,9879.38457276023,25.1070976391096,12727709938.9327
GAB,2001,1258008.0,10142.6106109332,22.7454690749839,12759485289.4389
GAB,2000,1228359.0,10170.264727618,21.9020564270273,12492736210.5521
GAB,1999,1199058.0,10618.7395584533,26.1685818669453,12732484617.4799
GAB,1998,1170061.0,11949.282468711,39.5576567296786,13981389394.6225
GAB,1997,1141332.0,11838.3454748501,30.7613138432344,13511482517.5017
GAB,1996,1112944.0,11481.4592975298,24.8489415957155,12778221236.43
GAB,1995,1084951.0,11365.6827544248,23.3031666249192,12331208870.096
GAB,1994,1057252.0,11110.8177084946,21.8675948708097,11746934243.9414
GAB,1993,1029769.0,10998.9835799385,22.448524189334,11326412322.1297
GAB,1992,1002573.0,10868.4162303424,22.4251144731331,10896380665.3031
GAB,1991,975785.0,11522.8574259796,26.4680317687759,11243831433.4095
GAB,1990,949493.0,11159.7893731101,21.6771566086635,10596141891.2425
GAB,1989,923714.0,10905.0220314225,26.3047547734931,10073121520.7334
GAB,1988,898472.0,10328.7665749826,37.4748271441054,9280107562.15776
GAB,1987,873871.0,9410.70159140501,26.3611477611471,8223739210.38269
GAB,1986,850052.0,11676.4433704611,46.3646390090778,9925584039.94716
GAB,1985,827107.0,12097.5786260175,41.9926691102966,10005991964.6294
GAB,1984,805117.0,12724.8619597365,32.9649145354068,10245002686.4372
GAB,1983,784056.0,12154.0373430546,35.1853284840981,9529445903.04602
GAB,1982,763932.0,11811.7742718153,35.0155606022374,9023392343.01637
GAB,1981,744695.0,12504.2173217118,36.3506431634111,9311828118.39214
GAB,1980,726335.0,12198.7284469283,27.5381552753816,8860363426.49963
GAB,1979,708788.0,12189.5332487965,32.9196400868756,8639794892.34795
GAB,1978,692078.0,12424.9012086074,35.0148367952522,8599000778.65062
GAB,1977,676264.0,16741.6940603488,58.0701246015648,11321804992.0278
GAB,1976,661398.0,19581.7895891547,73.4946460853845,12951356470.6877
GAB,1975,647538.0,14747.1862084129,62.6730103806228,9549363463.02326
GAB,1974,634739.0,12622.314640473,51.7621737960721,8011875372.57919
GAB,1973,622914.0,9220.87348111111,37.5543140906269,5743811183.61285
GAB,1972,611705.0,8522.08308602714,48.110599078341,5213000834.13823
GAB,1971,600608.0,7795.73883110345,31.9695432921028,4682183107.87138
GAB,1970,589317.0,7205.87020310234,31.9553001217206,4246541810.48166
GAB,1969,577644.0,6764.38217913779,,3907404779.48587
GAB,1968,565763.0,6389.9407428854,,3615192044.51707
GAB,1967,554054.0,6365.28897402596,,3526713817.21498
GAB,1966,543119.0,6236.79231418918,,3387320404.89011
GAB,1965,533357.0,6076.99282209378,,3241206660.61347
GAB,1964,524891.0,5700.00820564213,,2991883007.0677
GAB,1963,517573.0,5528.79462334121,,2861554819.58658
GAB,1962,511285.0,5275.39034421028,,2697227952.13955
GAB,1961,505793.0,4962.96947385584,,2510235219.08997
GAB,1960,500922.0,4366.44381896853,,2187247770.68536
GBR,2020,67215293.0,39102.8965780963,16.9637965965591,2628312650645.44
GBR,2019,66836327.0,43592.4145178536,18.2615823791915,2913556871434.81
GBR,2018,66460344.0,43246.2025371723,17.8900191988765,2874157497314.14
GBR,2017,66058859.0,42970.7912774294,18.2218597931028,2838601442114.14
GBR,2016,65611593.0,42523.6742533226,17.8415731193275,2790046007973.58
GBR,2015,65116219.0,42121.6768246256,17.7021120094851,2742804332759.55
GBR,2014,64602298.0,41476.6392840052,17.3783472749446,2679486211063.81
GBR,2013,64128273.0,40620.3762057909,16.4285280980669,2604914574687.66
GBR,2012,63700215.0,40018.49081534,15.9204215519608,2549186468912.68
GBR,2011,63258810.0,39729.4420093844,15.7526981141963,2513237223477.67
GBR,2010,62766365.0,39536.7726806835,16.2839105444678,2481579504997.81
GBR,2009,62276270.0,39038.2418370853,15.1066216428277,2431156088971.62
GBR,2008,61806995.0,41022.2788596549,17.441021255818,2535463784367.3
GBR,2007,61322463.0,41461.999246163,18.3740221268559,2542551914678.86
GBR,2006,60846820.0,40822.4647674612,18.0347163530219,2483917165662.06
GBR,2005,60401206.0,40044.905463895,17.6894671932855,2418760584175.25
GBR,2004,59987905.0,39163.2591869137,17.4803921791874,2349321871594.96
GBR,2003,59647577.0,38506.3486614037,17.7858728152156,2296810396769.92
GBR,2002,59370479.0,37442.2798978636,18.2739159245279,2222966092388.24
GBR,2001,59119673.0,36799.3589745689,18.2937959811134,2175566069186.13
GBR,2000,58892514.0,35959.4860416429,18.4778720686194,2117744535140.26
GBR,1999,58682466.0,34865.7310758402,18.1651009086782,2046007078423.14
GBR,1998,58487141.0,33866.2095856679,18.2870442327728,1980737775172.51
GBR,1997,58316954.0,32750.7199991641,17.7073811400053,1909922231658.13
GBR,1996,58166950.0,31278.958808055,18.7532859748805,1819401633040.19
GBR,1995,58019030.0,30596.3624850358,18.5484032223726,1775171272910.17
GBR,1994,57865745.0,29919.9374280859,19.3755153006726,1731339469629.57
GBR,1993,57718614.0,28885.2762285989,18.3750890871429,1667218108921.87
GBR,1992,57580402.0,28251.2032441263,18.8303081065802,1626715639780.5
GBR,1991,57424897.0,28214.5432212689,19.5901848245124,1620217238383.41
GBR,1990,57247586.0,28617.6183105061,22.9646425943642,1638289565345.87
GBR,1989,57076711.0,28494.2152333335,25.8357418730759,1626356088044.78
GBR,1988,56928327.0,27850.6075433352,25.200682078914,1585488493375.65
GBR,1987,56802050.0,26399.2104631595,22.506750737447,1499529272688.91
GBR,1986,56681396.0,25101.7339154975,21.57084821026,1422801320350.94
GBR,1985,56550268.0,24391.5234164864,21.8143351755143,1379347186130.58
GBR,1984,56422072.0,23473.4036874971,21.999876637863,1324418072941.03
GBR,1983,56332848.0,22988.9393405555,20.8960891761945,1295032425552.73
GBR,1982,56313641.0,22065.2183822551,19.980277734436,1242572786564.92
GBR,1981,56333829.0,21625.8978789701,19.1892123306762,1218269633085.36
GBR,1980,56314216.0,21805.1988068579,21.2727499722333,1227942675532.34
GBR,1979,56246951.0,22283.9442260811,24.7464178722871,1253403918971.12
GBR,1978,56196504.0,21497.9852408528,24.5960465395089,1208111613579.52
GBR,1977,56193492.0,20631.7260419482,25.211329036707,1159368732284.41
GBR,1976,56211968.0,20130.1947534979,25.8351572035535,1131557863317.39
GBR,1975,56225800.0,19556.1077754357,23.7326106850669,1099557804560.09
GBR,1974,56229974.0,19847.1332876335,27.5011907056916,1116003788738.17
GBR,1973,56194527.0,20365.6168806484,26.9573707916635,1144436207671.25
GBR,1972,56086065.0,19155.3358278708,22.9854997501984,1074347410338.79
GBR,1971,55896223.0,18424.1625962282,23.6030857706211,1029841101067.03
GBR,1970,55663250.0,17874.8134169534,24.1804705147748,994970207931.23
GBR,1969,55441750.0,17359.3335609721,,962431831454.024
GBR,1968,55211700.0,17102.5940399202,,944263291353.86
GBR,1967,54943600.0,16299.1942313693,,895536408170.661
GBR,1966,54648500.0,15942.962700746,,871258997151.716
GBR,1965,54348050.0,15782.8198943544,,857765484759.369
GBR,1964,54000000.0,15551.4074122852,,839776000263.4
GBR,1963,53650000.0,14832.1030777994,,795742330123.935
GBR,1962,53250000.0,14248.9684963822,,758757572432.352
GBR,1961,52800000.0,14213.6449076029,,750480451121.434
GBR,1960,52400000.0,13948.7221312231,,730913039676.092
GEO,2020,3714000.0,4678.66257824508,26.1517543996286,17376552815.6022
GEO,2019,3720161.0,4977.5126950673,25.2989279020353,18517148605.1942
GEO,2018,3726549.0,4733.1577998561,28.1230240765571,17638344465.896
GEO,2017,3728004.0,4512.76109468254,27.290145627257,16823591412.0209
GEO,2016,3727505.0,4304.89617565185,30.1520817055475,16046522019.2231
GEO,2015,3725276.0,4185.81387084247,26.2943863268012,15593311953.5165
GEO,2014,3719414.0,4069.42449513792,25.4061174656214,15135874439.1589
GEO,2013,3717668.0,3898.55468450868,20.9910782671344,14493531996.848
GEO,2012,3728874.0,3751.00347121289,25.8758672361931,13987019317.7155
GEO,2011,3756441.0,3500.52748852583,22.2032521282483,13149524979.5255
GEO,2010,3786695.0,3233.29594347421,20.5241595483374,12243505582.6741
GEO,2009,3814419.0,3020.99872251,13.9858779050373,11523354926.1179
GEO,2008,3848449.0,3107.73371370316,27.6897912964157,11959954702.7672
GEO,2007,3860158.0,3025.14181631106,33.4545540138168,11677525383.3677
GEO,2006,3880347.0,2673.14827416342,29.7348059086723,10372742886.2052
GEO,2005,3902469.0,2429.17247233762,33.3296044196233,9479770268.95091
GEO,2004,3927340.0,2202.57179199148,30.9874494874953,8650248301.55981
GEO,2003,3951736.0,2069.08139285388,29.0958769748135,8176463427.07082
GEO,2002,3978515.0,1850.51164541222,28.5011829399142,7362288338.9472
GEO,2001,4014373.0,1738.80289565131,30.3277464788732,6980203396.62444
GEO,2000,4077131.0,1633.53908984437,26.581315880922,6660152862.91627
GEO,1999,4157192.0,1573.15964829381,26.4529962778062,6539926704.60983
GEO,1998,4243607.0,1498.13903743442,27.1704525995102,6357513306.22996
GEO,1997,4349913.0,1417.51410823633,17.83745856111,6166063047.10061
GEO,1996,4491699.0,1242.11042537745,19.5957321959416,5579186155.55747
GEO,1995,4657722.0,1077.19044769812,4.03290267446782,5017253646.43337
GEO,1994,4836076.0,1011.17329889534,2.64656987698105,4890110922.62857
GEO,1993,4911100.0,1111.30148359774,5.99991461800706,5457712716.09686
GEO,1992,4873500.0,1583.98220912043,23.3914209115282,7719537296.14839
GEO,1991,4835900.0,2897.09245458014,28.125,14010049401.1041
GEO,1990,4802000.0,3697.77525375044,30.6666666666667,17756716768.5096
GEO,1989,4803300.0,4338.33763003436,27.7777777777778,20838337138.3441
GEO,1988,4790700.0,4686.98597757062,30.8219178082192,22453943722.7476
GEO,1987,4743500.0,4484.48544375509,28.8732394366197,21272156702.4523
GEO,1986,4704500.0,4464.42568711023,29.9270072992701,21002890645.0101
GEO,1985,4662900.0,4905.27474486283,34.2857142857143,22872805607.8209
GEO,1984,4622200.0,4715.44620850608,32.8571428571429,21795735464.9568
GEO,1983,4582900.0,4511.07051733539,31.0606060606061,20673785073.8964
GEO,1982,4542800.0,4363.19090092339,26.1538461538462,19821103624.7148
GEO,1981,4504500.0,4313.94415015345,25.2032520325203,19432161424.3662
GEO,1980,4467700.0,4131.83635304446,29.2035398230088,18459805274.4967
GEO,1979,4430200.0,3984.47082102235,,17652002631.2932
GEO,1978,4397700.0,3738.38504815543,,16440295926.2731
GEO,1977,4372100.0,3500.23734863243,,15303387711.9559
GEO,1976,4342400.0,3296.81111483395,,14316072585.055
GEO,1975,4311200.0,3129.82681814341,,13493309378.3799
GEO,1974,4279500.0,2936.28512179233,,12565832178.7103
GEO,1973,4242500.0,2722.12087206834,,11548597799.7499
GEO,1972,4205300.0,2579.00965300044,,10845509293.7628
GEO,1971,4163000.0,2533.34696309726,,10546323407.3739
GEO,1970,4119900.0,2498.12235924596,,10292014307.8574
GEO,1969,4080300.0,2251.06597070523,,9185024480.26854
GEO,1968,4042300.0,2168.60797996526,,8766164037.41357
GEO,1967,4005800.0,2095.00733472239,,8392180381.43096
GEO,1966,3966700.0,1991.20748881176,,7898522745.86959
GEO,1965,3921600.0,1872.96727893547,,7345028481.07333
GEO,1964,3870300.0,,,
GEO,1963,3816100.0,,,
GEO,1962,3760300.0,,,
GEO,1961,3703600.0,,,
GEO,1960,3645600.0,,,
GHA,2020,31072945.0,1848.25029559229,,57430579781.1731
