code,year,population,gdp_pc,capital_growth_pct_gdp,gdp
ABW,1969,58734.0,,,
ABW,1968,58377.0,,,
ABW,1967,58044.0,,,
ABW,1966,57702.0,,,
ABW,1965,57357.0,,,
ABW,1964,57029.0,,,
ABW,1963,56699.0,,,
ABW,1962,56234.0,,,
ABW,1961,55434.0,,,
ABW,1960,54208.0,,,
AFG,2020,38928341.0,549.391787084908,,21386910830.2407
AFG,2019,38041757.0,573.287505805589,,21808863986.9923
AFG,2018,37171922.0,564.617039478352,,20987900551.3602
AFG,2017,36296111.0,571.445240851978,,20741239892.3851
AFG,2016,35383028.0,571.075388473724,,20206376460.4766
AFG,2015,34413603.0,574.18411426293,,19759744157.1511
AFG,2014,33370804.0,583.656017892664,,19477070576.5166
AFG,2013,32269592.0,587.565035491396,,18960483968.7729
AFG,2012,31161378.0,576.190088453246,,17954877146.145
AFG,2011,30117411.0,528.736683125618,,15924179996.471
AFG,2010,29185511.0,543.302967401909,,15856574731.441
AFG,2009,28394806.0,488.300371326933,,13865194313.5562
AFG,2008,27722281.0,412.014212359158,,11421973771.0142
AFG,2007,27100542.0,405.548889275729,,10990594706.8702
AFG,2006,26433058.0,365.284370559754,,9655582953.49947
AFG,2005,25654274.0,357.234761652514,,9164598457.75828
AFG,2004,24726689.0,333.216617124072,,8239343661.259
AFG,2003,23680871.0,343.080889731082,,8124454292.28697
AFG,2002,22600774.0,330.303494438021,,7465114629.20396
AFG,2001,21606992.0,,,
AFG,2000,20779957.0,,,
AFG,1999,20170847.0,,,
AFG,1998,19737770.0,,,
AFG,1997,19357126.0,,,
AFG,1996,18853444.0,,,
AFG,1995,18110662.0,,,
AFG,1994,17075728.0,,,
AFG,1993,15816601.0,,,
AFG,1992,14485543.0,,,
AFG,1991,13299016.0,,,
AFG,1990,12412311.0,,,
AFG,1989,11868873.0,,,
AFG,1988,11618008.0,,,
AFG,1987,11604538.0,,,
AFG,1986,11736177.0,,,
AFG,1985,11938204.0,,,
AFG,1984,12204306.0,,,
AFG,1983,12537732.0,,,
AFG,1982,12882518.0,,,
AFG,1981,13171679.0,,,
AFG,1980,13356500.0,,,
AFG,1979,13411060.0,,,
AFG,1978,13341199.0,,13.8720537510231,
AFG,1977,13171294.0,,12.4153493064084,
AFG,1976,12943093.0,,13.6521735928166,
AFG,1975,12689164.0,,9.76525842685535,
AFG,1974,12412960.0,,8.76288652354129,
AFG,1973,12108963.0,,7.30769221351084,
AFG,1972,11791222.0,,6.54596174882259,
AFG,1971,11475450.0,,5.46117106687832,
AFG,1970,11173654.0,,5.46379407704636,
AFG,1969,10893772.0,,6.46687681860701,
AFG,1968,10637064.0,,6.4724917522858,
AFG,1967,10399936.0,,5.1792826071544,
AFG,1966,10174840.0,,8.41269813681027,
AFG,1965,9956318.0,,11.2582791310323,
AFG,1964,9744772.0,,13.8888936728392,
AFG,1963,9543200.0,,14.2011896117076,
AFG,1962,9351442.0,,19.1057020506971,
AFG,1961,9169406.0,,16.5991981789571,
AFG,1960,8996967.0,,16.115709744894,
AGO,2020,32866268.0,2890.89289718216,22.7622595620963,95012860718.0854
AGO,2019,31825299.0,3111.15730771384,19.7856530950657,99013511554.0281
AGO,2018,30809787.0,3233.90361075042,21.3859144317682,99635881425.7512
AGO,2017,29816769.0,3409.92790097999,24.1303045822126,101673032530.175
AGO,2016,28842482.0,3530.31091633315,27.2147084386719,101822929058.742
AGO,2015,27884380.0,3748.32025213841,34.2024891287855,104519586272.323
AGO,2014,26941773.0,3843.1987330389,27.5004618720416,103542587859.422
AGO,2013,26015786.0,3796.88131369242,26.1429693456408,98778851724.4208
AGO,2012,25107925.0,3748.45155037137,26.6675788564223,94115840392.858
AGO,2011,24220660.0,3579.96005519193,26.4243536899122,86708995310.3851
AGO,2010,23356247.0,3587.88364462837,28.1973097641434,83799496611.2004
AGO,2009,22514275.0,3565.0578864653,42.8208588143755,80264693646.7985
AGO,2008,21695636.0,3668.07955400826,30.8040531755393,79581318822.8055
AGO,2007,20905360.0,3424.37219332146,25.730579355956,71587733475.3748
AGO,2006,20149905.0,3116.18042005518,23.3007709224417,62790739426.972
AGO,2005,19433604.0,2896.55443103194,27.5565797901657,56290491777.1201
AGO,2004,18758138.0,2608.78501823161,30.8936687341035,48935949384.3211
AGO,2003,18121477.0,2433.86181902379,30.4511106101187,44105170974.6178
AGO,2002,17519418.0,2444.41764282556,30.4931731253335,42824774451.2357
AGO,2001,16945753.0,2223.33463308956,30.4932189408191,37676079528.6812
AGO,2000,16395477.0,2205.20479980247,30.4932189762628,36155384575.451
AGO,1999,15866871.0,2211.12966098589,,35083709095.1369
AGO,1998,15359600.0,2235.39031747907,,34334701120.3514
AGO,1997,14871572.0,2205.29370359605,,32796184094.1753
AGO,1996,14400722.0,2122.96801641864,,30572272219.3363
AGO,1995,13945205.0,1930.79964794741,,26925396904.5545
AGO,1994,13503753.0,1733.84307360921,,23413388606.7796
AGO,1993,13075044.0,1767.02601107443,,23103942843.9427
AGO,1992,12657361.0,2401.23460449963,,30393293234.844
AGO,1991,12248901.0,2635.15554951792,,32277759445.6456
AGO,1990,11848385.0,2697.49100590331,0.0,31960911971.9797
AGO,1989,11454784.0,2889.88409320685,0.0,33102998072.7204
AGO,1988,11068051.0,2989.6163157549,0.0,33089225853.2073
AGO,1987,10689247.0,2916.7947535258,0.0,31178339568.7414
AGO,1986,10320116.0,2902.61644333382,0.0,29955338398.7124
AGO,1985,9961993.0,2922.21802813214,0.0,29111115540.7262
AGO,1984,9614756.0,2925.36615807855,,28126681820.5827
AGO,1983,9278104.0,2859.91674045861,,26534604949.3159
AGO,1982,8952971.0,2844.31520880151,,25465071579.2589
AGO,1981,8640478.0,2947.18319741788,,25465071579.2589
AGO,1980,8341290.0,3193.40347861738,,26637104502.1564
AGO,1979,8058112.0,,,
AGO,1978,7790774.0,,,
AGO,1977,7533814.0,,,
AGO,1976,7279630.0,,,
AGO,1975,7023994.0,,,
AGO,1974,6761623.0,,,
AGO,1973,6497283.0,,,
AGO,1972,6248965.0,,,
AGO,1971,6041239.0,,,
AGO,1970,5890360.0,,,
AGO,1969,5803677.0,,,
AGO,1968,5771973.0,,,
AGO,1967,5774440.0,,,
AGO,1966,5781305.0,,,
AGO,1965,5770573.0,,,
AGO,1964,5734995.0,,,
AGO,1963,5679409.0,,,
AGO,1962,5608499.0,,,
AGO,1961,5531451.0,,,
AGO,1960,5454938.0,,,
ALB,2020,2837743.0,5064.06191586953,,14370506253.3253
ALB,2019,2854191.0,5207.30532165124,,14862643983.3091
ALB,2018,2866376.0,5074.85722194352,24.1010254948933,14546448944.4056
ALB,2017,2873457.0,4864.31061630449,25.052534735067,13977387390.5945
ALB,2016,2876101.0,4681.82656299266,25.2238551267199,13465406059.6498
ALB,2015,2880703.0,4524.3730858712,25.8190278602373,13033375121.5884
ALB,2014,2889104.0,4413.29689127908,25.6746800876021,12750473701.7819
ALB,2013,2895092.0,4327.37995998728,28.052535580742,12528163103.1195
ALB,2012,2900401.0,4276.60790388367,28.3285481336596,12403877841.0321
ALB,2011,2905195.0,4209.87480089435,31.4136118408633,12230507222.1843
ALB,2010,2913021.0,4094.3503344202,30.3086626557515,11926928505.5231
ALB,2009,2927519.0,3928.45039149695,34.5578335598682,11500613161.6647
ALB,2008,2947314.0,3775.58131429173,35.7784370256008,11127823665.7504
ALB,2007,2970017.0,3485.32240934607,34.4619785970732,10351466806.2388
ALB,2006,2992547.0,3263.90171311883,35.6975146295823,9767379279.88863
ALB,2005,3011487.0,3062.67388299547,36.8696660470205,9223202583.88038
ALB,2004,3026939.0,2887.37034243453,34.1967670412024,8739893896.95844
ALB,2003,3039616.0,2725.17138911963,33.8968868065619,8283474557.11024
ALB,2002,3051010.0,2572.72143217486,35.2640459672128,7849398816.77983
ALB,2001,3060173.0,2453.62441365203,34.9886815804971,7508515182.79876
ALB,2000,3089027.0,2244.62463172571,30.7962591863962,6933706092.26578
ALB,1999,3108778.0,2085.42599716821,19.7347080990611,6483126460.62459
ALB,1998,3128530.0,1835.6466813013,19.7425812412737,5742875711.85154
ALB,1997,3148281.0,1676.12710708271,16.6594964497617,5276919124.81347
ALB,1996,3168033.0,1869.86587314624,18.0637836927019,5923796791.7011
ALB,1995,3187784.0,1703.28184475531,21.2785134595821,5429694612.20147
ALB,1994,3207536.0,1493.78590178292,18.8965848987739,4791372056.26117
ALB,1993,3227287.0,1370.82607057959,13.6761374504386,4424049156.84258
ALB,1992,3247039.0,1243.60582446625,5.65668410228241,4038036612.66906
ALB,1991,3266790.0,1331.80531341432,7.60311109567282,4350728279.80877
ALB,1990,3286542.0,1838.66748471688,30.360946807547,6042857912.55639
ALB,1989,3227943.0,2070.28951506789,32.8770715994479,6682776548.1368
ALB,1988,3142336.0,1936.2322073095,29.957542067619,6084292169.38809
ALB,1987,3083605.0,2001.53265726801,29.4538695223043,6171936109.61493
ALB,1986,3022635.0,2058.12060889689,32.0348354243886,6220947386.67305
ALB,1985,2964762.0,1986.32191372469,33.9319591391124,5888971729.57823
ALB,1984,2904429.0,1992.11089530965,32.9255350791543,5785944655.55332
ALB,1983,2843960.0,2060.25372979627,37.373346292896,5859279197.3914
ALB,1982,2784278.0,2081.41762946956,39.2829001338862,5795245314.54426
ALB,1981,2726056.0,2064.98366201803,36.3861156517659,5629261101.74622
ALB,1980,2671997.0,1992.29193141135,35.805834723522,5323398063.85534
ALB,1979,2617832.0,,,
ALB,1978,2566266.0,,,
ALB,1977,2513546.0,,,
ALB,1976,2458526.0,,,
ALB,1975,2404831.0,,,
ALB,1974,2350124.0,,,
ALB,1973,2296752.0,,,
ALB,1972,2243126.0,,,
ALB,1971,2187853.0,,,
ALB,1970,2135479.0,,,
ALB,1969,2081695.0,,,
ALB,1968,2022272.0,,,
ALB,1967,1965598.0,,,
ALB,1966,1914573.0,,,
ALB,1965,1864791.0,,,
ALB,1964,1814135.0,,,
ALB,1963,1762621.0,,,
ALB,1962,1711319.0,,,
ALB,1961,1659800.0,,,
ALB,1960,1608800.0,,,
AND,2020,77265.0,40402.5398367679,,3121702240.48787
AND,2019,77146.0,45959.8482642774,,3545618454.19594
AND,2018,77008.0,45132.541432445,,3475566750.62972
AND,2017,76997.0,44433.0521900205,,3421211719.47501
AND,2016,77295.0,44109.0976197301,,3409412700.51704
AND,2015,77993.0,42150.6875086277,,3287458570.8604
AND,2014,79213.0,40914.7285238633,,3240978390.56079
AND,2013,80770.0,39145.6282072012,,3161792390.29564
AND,2012,82427.0,39769.5614582283,,3278085642.31738
AND,2011,83748.0,41191.2935576994,,3449688452.87021
AND,2010,84454.0,40850.2481432297,,3449966856.68832
AND,2009,84461.0,41669.8240601342,,3519475009.94299
AND,2008,83860.0,44318.6071847744,,3716558398.51518
AND,2007,82682.0,47595.9794181389,,3935330770.25056
AND,2006,80995.0,47844.2189794459,,3875142516.24022
AND,2005,78871.0,46878.4285106772,,3697348535.06562
AND,2004,76250.0,46006.4808757658,,3507994166.77714
AND,2003,73180.0,44329.9719487474,,3244067347.20933
AND,2002,70048.0,42607.6651925337,,2984581731.4066
AND,2001,67344.0,42391.1933189131,,2854792522.86889
AND,2000,65390.0,40379.390206452,,2640408325.59989
AND,1999,64368.0,39622.487217128,,2550420257.1921
AND,1998,64140.0,38197.5850669032,,2449993106.19117
AND,1997,64318.0,36912.592231089,,2374144107.11918
AND,1996,64363.0,33820.0896282317,,2176762428.74188
AND,1995,63860.0,32571.9658279066,,2080045737.77012
AND,1994,62676.0,32296.6945603519,,2024227628.26462
AND,1993,60974.0,32425.4519221601,,1977109505.50179
AND,1992,58882.0,33927.4418393701,,1997715630.38579
AND,1991,56666.0,34929.6487968446,,1979323478.72199
AND,1990,54508.0,35410.9672414956,,1930181002.39944
AND,1989,52452.0,35458.1857872512,,1859852760.9129
AND,1988,50433.0,35179.5647476037,,1774210988.9159
AND,1987,48459.0,34837.8662031913,,1688208158.34045
AND,1986,46520.0,34382.693216311,,1599482888.42279
AND,1985,44593.0,34738.3251166787,,1549086131.92805
AND,1984,42706.0,35450.3115567374,,1513941005.34203
AND,1983,40854.0,36407.5892945977,,1487395653.0415
AND,1982,39115.0,37364.8199541018,,1461524932.50469
AND,1981,37498.0,38496.2363085098,,1443531869.0965
AND,1980,36063.0,40081.1556879413,,1445446717.57423
AND,1979,34825.0,40609.0640742703,,1414210656.38646
AND,1978,33744.0,41892.579250748,,1413623194.23724
AND,1977,32769.0,42517.015753874,,1393240089.2387
AND,1976,31782.0,42627.3845209563,,1354783534.84503
AND,1975,30705.0,42711.4745829757,,1311455827.07027
AND,1974,29515.0,44193.9145023376,,1304383386.5365
AND,1973,28232.0,43744.396232266,,1234991794.42933
AND,1972,26885.0,42616.8881901226,,1145755038.99145
AND,1971,25571.0,41430.3469284034,,1059415401.3062
AND,1970,24275.0,41703.2623071765,,1012346692.50671
AND,1969,23053.0,,,
AND,1968,21886.0,,,
AND,1967,20760.0,,,
AND,1966,19646.0,,,
AND,1965,18542.0,,,
AND,1964,17466.0,,,
AND,1963,16407.0,,,
AND,1962,15379.0,,,
AND,1961,14378.0,,,
AND,1960,13410.0,,,
ARE,2020,9890400.0,,,
ARE,2019,9770526.0,41420.4957502097,23.83282002689,404700030660.313
ARE,2018,9630966.0,41327.3527243763,23.5115029839082,398022328958.475
ARE,2017,9487206.0,41460.2703367398,25.2956206298763,393342125500.34
ARE,2016,9360975.0,41045.1330402444,26.0197272140739,384222464261.402
ARE,2015,9262896.0,40247.7645210688,25.6391794493979,372810856991.15
ARE,2014,9214182.0,38495.0171077174,22.1684356520441,354700093723.621
ARE,2013,9197908.0,36978.841081741,19.2579769730643,340127978216.474
ARE,2012,9141598.0,35416.8840359827,21.8848069905589,323766916269.571
ARE,2011,8946778.0,34634.8582717779,23.1614755622093,309870388019.061
ARE,2010,8549998.0,33893.2638727391,27.1211143215278,289787338325.391
ARE,2009,7917368.0,36024.0764294837,31.6335487625593,285215869952.349
ARE,2008,7089486.0,42456.8018741402,25.0980915438506,300996902491.491
ARE,2007,6168846.0,47283.8419589141,25.1991828204692,291686739332.879
ARE,2006,5300172.0,53335.0516998031,19.2703996822451,282684947637.849
ARE,2005,4588222.0,56092.956894845,20.1668488058722,257366938869.98
ARE,2004,4068577.0,60328.2167313652,19.9785190602061,245449995044.248
ARE,2003,3711931.0,60351.1563060349,22.1297618369823,224019327978.216
ARE,2002,3478769.0,59187.3430398201,22.5456815521944,205899094159.292
ARE,2001,3302722.0,60861.2107158714,22.5025971503274,201007659577.944
ARE,2000,3134067.0,63251.4220773859,,198234194635.807
ARE,1999,2966029.0,60291.6106243108,,178826665568.414
ARE,1998,2813214.0,61773.8673566819,,173783108481.96
ARE,1997,2671361.0,64864.7445999695,,173277148999.319
ARE,1996,2539121.0,63076.7306731663,,160159451463.581
ARE,1995,2415099.0,62681.3754810972,,151381727243.022
ARE,1994,2294377.0,61843.4293459374,,141892141892.444
ARE,1993,2173135.0,61081.4840295058,,132738310796.46
ARE,1992,2052892.0,63853.8596566556,,131085077658.271
ARE,1991,1937159.0,65478.5041117587,,126842273546.63
ARE,1990,1828437.0,68780.4004628038,,125760629081.007
ARE,1989,1725676.0,61588.2651760723,,106281391095.984
ARE,1988,1627068.0,58146.7250057198,,94608675561.6065
ARE,1987,1533526.0,63352.7071472327,,97153023580.6671
ARE,1986,1446386.0,64972.1530816917,,93974812607.2158
ARE,1985,1366165.0,80886.4072372127,,110504178543.227
ARE,1984,1293970.0,88583.4469991937,,114624322913.547
ARE,1983,1228457.0,89704.1847145918,,110197733641.933
ARE,1982,1164816.0,99318.7616018523,,115688082614.023
ARE,1981,1096602.0,113096.162371468,,124021477848.877
ARE,1980,1019507.0,116232.980993337,,118500337753.574
ARE,1979,931752.0,102668.301240049,,95661395017.0184
ARE,1978,835498.0,94684.8125851515,,79108971545.2689
ARE,1977,735347.0,109318.189687125,,80386802831.8584
ARE,1976,637926.0,103766.003387847,,66195031477.1954
ARE,1975,548295.0,103606.040511588,,56806673982.3009
ARE,1974,467457.0,,,
ARE,1973,394625.0,,,
ARE,1972,330968.0,,,
ARE,1971,277463.0,,,
ARE,1970,234512.0,,,
ARE,1969,203103.0,,,
ARE,1968,182620.0,,,
ARE,1967,169768.0,,,
ARE,1966,159979.0,,,
ARE,1965,149855.0,,,
ARE,1964,138049.0,,,
ARE,1963,125130.0,,,
ARE,1962,112112.0,,,
ARE,1961,100801.0,,,
ARE,1960,92417.0,,,
ARG,2020,45376763.0,8692.70804630198,13.7765982499445,394446952845.238
ARG,2019,44938712.0,9742.45541712886,14.5750382759291,437813398163.194
ARG,2018,44494502.0,10049.5552391482,16.0469030586883,447149955687.39
ARG,2017,44044811.0,10419.4554058198,18.2125671747754,458922944072.26
ARG,2016,43590368.0,10239.4813479933,17.6632278606203,446342760088.163
ARG,2015,43131966.0,10568.1578087083,17.0707048841583,455825423287.839
ARG,2014,42669500.0,10398.6940069464,17.2628810064651,443707073929.401
ARG,2013,42202935.0,10784.6306992057,17.3057789012596,455143068397.581
ARG,2012,41733271.0,10649.8372874572,16.5019865298875,444452545623.356
ARG,2011,41261490.0,10883.315359489,18.39845891735,449061807872.401
ARG,2010,40788453.0,10385.9644319555,17.7055338062046,423627422092.49
ARG,2009,40482786.0,9502.24405449272,16.0531123592112,384677312577.801
ARG,2008,40080159.0,10201.4761916191,19.5727758777106,408876787794.809
ARG,2007,39684303.0,9901.50988510024,20.099113202908,392934518437.813
ARG,2006,39289876.0,9174.50292533272,18.6804872364334,360465082297.96
ARG,2005,38892924.0,8577.8665381501,18.8882641376513,333618311350.415
ARG,2004,38491970.0,7962.41272288626,17.5512703642799,306488951656.956
ARG,2003,38087866.0,7380.46747487842,14.1469621012504,281106256200.528
ARG,2002,37681743.0,6854.29517226167,10.8539052402585,258281789127.305
ARG,2001,37275644.0,7776.13954096096,15.6259653308051,289860609223.184
ARG,2000,36870796.0,8224.11081904367,17.5334874363903,303229512290.352
ARG,1999,36467218.0,8381.25399829498,17.8629278753399,305641016669.195
ARG,1998,36063451.0,8772.06515552342,20.9707691548621,316350941905.026
ARG,1997,35657438.0,8543.02637775745,20.8260515469902,304622433397.251
ARG,1996,35246376.0,7994.24291719649,19.6238724452255,281768091694.844
ARG,1995,34828168.0,7666.53044449399,18.5004105114971,267011210297.951
ARG,1994,34402669.0,7988.645310241,19.9656232520199,274830720366.623
ARG,1993,33970103.0,7644.237492231,19.6881104233422,259675534967.549
ARG,1992,33529320.0,7157.32959198843,16.7024057741857,239980394235.249
ARG,1991,33079002.0,6721.2778327322,14.6369773950796,222333162871.504
ARG,1990,32618648.0,6245.70915105176,13.9969815756662,203726588308.536
ARG,1989,32148137.0,6497.42493901544,15.5146982752804,208880107086.685
ARG,1988,31668939.0,7104.18344407006,18.6400388971926,224981952135.065
ARG,1987,31184411.0,7294.06519159481,19.5548660012086,227461126795.486
ARG,1986,30698964.0,7214.27070267463,17.4617642050861,221470636587.663
ARG,1985,30216284.0,6904.64390150495,17.5890669180019,208632681046.742
ARG,1984,29737097.0,7399.88812396108,19.9640924492995,220051190931.379
ARG,1983,29262049.0,7403.72670392243,20.8877523061467,216648213592.787
ARG,1982,28794550.0,7210.34651996592,21.7549479464592,207618683386.485
ARG,1981,28338514.0,7380.67524400815,22.6910887215998,209157368731.779
ARG,1980,27896532.0,7908.02148425669,25.2577862895999,220606374392.254
ARG,1979,27471046.0,7910.36374281725,25.8567694613329,217305966255.665
ARG,1978,27061041.0,7285.44117154507,27.8001595709474,197151622246.269
ARG,1977,26661397.0,7743.58260531532,30.9416888037918,206454730042.606
ARG,1976,26264681.0,7350.82856664979,30.7294395903282,193067167388.744
ARG,1975,25865775.0,7617.94344580562,29.4410469590453,197044011131.933
ARG,1974,25462305.0,7740.85501645365,22.2603317856376,197100011389.723
ARG,1973,25056475.0,7453.75444927773,20.8938115320811,186764812014.466
ARG,1972,24653172.0,7368.50666626688,23.8915446190398,181657062226.624
ARG,1971,24259564.0,7368.07666894985,24.1130324177909,178746327507.296
ARG,1970,23880564.0,7084.18058852998,24.4400952475051,169174227931.948
ARG,1969,23517613.0,6980.89858430474,23.9906052021963,164174071297.927
ARG,1968,23168268.0,6460.78717312934,21.6904972921362,149685248718.023
ARG,1967,22828872.0,6255.1831996068,21.2150357873283,142798776600.374
ARG,1966,22494031.0,6151.92711991522,20.5425466290179,138381639345.114
ARG,1965,22159644.0,6286.23104858992,22.4276757468008,139300642138.499
ARG,1964,21824427.0,5772.6494377447,21.4739126232485,125984766250.65
ARG,1963,21488916.0,5323.49331782459,18.2728788276194,114396100733.294
ARG,1962,21153042.0,5711.18203820696,21.7309350217721,120808873523.837
ARG,1961,20817270.0,5853.17078082511,27.7664470644615,121847036500.547
ARG,1960,20481781.0,5642.76458712991,23.4792342590099,115573868508.15
ARM,2020,2963234.0,4364.31221201217,17.2245621304291,12932478333.2497
ARM,2019,2957728.0,4732.07430580098,17.4475860274548,13996188672.3481
ARM,2018,2951741.0,4406.75868596295,22.3997393267701,13007610290.463
ARM,2017,2944789.0,4198.82326547661,18.4217402148728,12364648565.1196
ARM,2016,2936147.0,3917.37834142906,18.0155086734171,11501998665.0519
ARM,2015,2925559.0,3923.70845500094,20.7305301265762,11479040583.9041
ARM,2014,2912403.0,3819.21778720313,21.2830406859193,11123101341.1038
ARM,2013,2897593.0,3705.34588743953,22.1524900726313,10736584306.0236
ARM,2012,2884239.0,3603.5833540796,24.6809527475996,10393595649.5872
ARM,2011,2876536.0,3370.55344683728,31.9217989798477,9695518329.75153
ARM,2010,2877314.0,3218.37829927419,38.8147549853077,9260284937.79781
ARM,2009,2888094.0,3137.34392513665,41.1450508029059,9060944166.1236
ARM,2008,2907615.0,3627.80044541001,47.9428358213473,10548246992.0808
ARM,2007,2932615.0,3364.70918443744,44.3516229755633,9867396624.91901
ARM,2006,2958301.0,2933.59232151007,42.2254576837845,8678449098.31555
ARM,2005,2981262.0,2571.55341211634,35.765438994108,7666474468.51279
ARM,2004,3000715.0,2243.09269169761,29.1225577000264,6730881886.36741
ARM,2003,3017938.0,2018.36347361408,28.3479499830947,6091295824.83192
ARM,2002,3033976.0,1761.13520724432,25.4182967616869,5343241951.53429
ARM,2001,3050686.0,1547.25147147282,22.9043552862001,4720178402.50153
ARM,2000,3069597.0,1403.02851452461,21.92233140183,4306732119.09919
ARM,1999,3089020.0,1316.53127040388,20.7688804703858,4066791424.903
ARM,1998,3108691.0,1266.40909767472,22.6863518699904,3936874564.25953
ARM,1997,3133081.0,1171.06292784956,23.2656792922768,3669035009.04982
ARM,1996,3168213.0,1120.85271509695,21.0954471662552,3551100143.05546
ARM,1995,3217349.0,1042.58314760197,20.8085693442274,3354353847.35403
ARM,1994,3283664.0,955.591908115927,27.9421579326358,3137842747.37158
ARM,1993,3363111.0,885.216196247024,9.8722030338445,2977080326.97653
ARM,1992,3442820.0,948.159479902559,1.6312582610658,3264342420.59813
ARM,1991,3505249.0,1600.12485242473,39.7791441837119,5608836038.83693
ARM,1990,3538164.0,1795.287777761,47.1476843569867,6352022584.91398
ARM,1989,3536473.0,,,
ARM,1988,3504667.0,,,
ARM,1987,3451947.0,,,
ARM,1986,3392264.0,,,
ARM,1985,3335935.0,,,
ARM,1984,3285593.0,,,
ARM,1983,3238592.0,,,
ARM,1982,3193696.0,,,
ARM,1981,3148096.0,,,
ARM,1980,3099759.0,,,
ARM,1979,3049107.0,,,
ARM,1978,2997419.0,,,
ARM,1977,2944375.0,,,
ARM,1976,2889583.0,,,
ARM,1975,2832752.0,,,
ARM,1974,2773750.0,,,
ARM,1973,2712780.0,,,
ARM,1972,2650484.0,,,
ARM,1971,2587716.0,,,
ARM,1970,2525067.0,,,
ARM,1969,2462938.0,,,
ARM,1968,2401142.0,,,
ARM,1967,2339133.0,,,
ARM,1966,2276038.0,,,
ARM,1965,2211316.0,,,
ARM,1964,2145004.0,,,
ARM,1963,2077584.0,,,
ARM,1962,2009524.0,,,
ARM,1961,1941498.0,,,
ARM,1960,1874119.0,,,
ASM,2020,55197.0,,,
ASM,2019,55312.0,9445.80502807717,,522466367.713004
ASM,2018,55461.0,9559.41811168887,,530174887.892377
ASM,2017,55617.0,9224.6047620211,,513044843.049327
ASM,2016,55739.0,9895.89773670479,,551587443.946188
ASM,2015,55806.0,10052.8432177519,,561008968.609865
ASM,2014,55791.0,9748.50645743607,,543878923.766816
ASM,2013,55717.0,9592.35779211262,,534457399.103139
ASM,2012,55669.0,9846.79866671897,,548161434.977578
ASM,2011,55755.0,10277.1051923594,,573000000.0
ASM,2010,56084.0,10216.8176306968,,573000000.0
ASM,2009,56675.0,10080.052854269,,571286995.515695
ASM,2008,57490.0,10369.2043927312,,596125560.538117
ASM,2007,58367.0,10492.2148326797,,612399103.139013
ASM,2006,59109.0,10172.1323993137,,601264573.991031
ASM,2005,59557.0,10527.0520888494,,626959641.255605
ASM,2004,59684.0,10547.7037058854,,629529147.982063
ASM,2003,59495.0,10538.0223759241,,626959641.255605
